parl_session,person,paragraphs,title,position
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Благодаря Ви, господин Гуцанов.
От „Демократична България“? Няма желаещи.
От „Движението за права и свободи“? Няма желаещи.
От „Изправи се БГ!“ – заповядайте, господин Бабикян.",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Благодаря Ви, госпожо Атанасова.
Заповядайте, господин Министър.",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,"Благодаря Ви, уважаема госпожо Председател.
Уважаеми господа министри! Уважаеми господин Петков, моят въпрос е във връзка с това, че многократно определяхте дейността на търговските дружества с държавно участие в капитала, че оперират с публичен ресурс, респективно със средства на българските данъкоплатци.
В този смисъл въпросът ми е: какви са предприетите от Вас действия в тази сфера, които водят до необосновано повишение на разходите на тези дружества – с държавно участие в капитала с над 2,5 млн. лв. годишно? И в тази връзка дали са сключвани договори за постоянно правно обслужване от страна на ББР  АД с адвокатска кантора, с точно посочване на лице, на стойност от 8400 евро месечно и допълнение при необходимост от други експерти с още 140 евро на час? Кое наложи неговото сключване и дали това не е безразборно харчене на средствата на българските данъкоплатци?
В този смисъл ми е следващият подвъпрос: кое наложи рязкото увеличаване на съставите на търговските дружества от системата на Министерството на икономиката? Благодаря.",Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Колеги, продължаваме с:
ПАРЛАМЕНТАРЕН КОНТРОЛ.
Новопостъпили питания за периода от 23 юли 2021 г. до 29 юли 2021 г. от:
- народния представител Мая Божидарова Манолова- Найденова към Виолета Комитова – служебен министър на регионалното развитие и благоустройството, относно държавната политика при съгласуване на бизнес плановете на ВиК операторите за 2022 – 2026 г. от асоциациите по ВиК. Следва да се отговори в пленарното заседание на 6 август 2021 г.;
- народните представители Мустафа Сали Карадайъ и Йордан Цонев към Стефан Янев – служебен министър-председател на Република България, относно Решение № 441 от 4 юни 2021 г. на Министерския съвет. Следва да се отговори в пленарното заседание на 6 август 2021 г.;
- народните представители Йордан Цонев и Хамид Хамид към Асен Василев – служебен министър на финансите, относно Решение № 441 от 4 юни 2021 г. на Министерския съвет. Следва да се отговори в пленарното заседание на 6 август 2021 г.;
- народния представител Ивайло Мирчев към Андрей Живков – служебен министър на енергетиката, относно енергийната сигурност и независимост на България. Следва да се отговори в пленарното заседание на 6 август 2021 г.;
- народния представител Ивайло Мирчев към Андрей Живков – служебен министър на енергетиката, относно изграждане на интерконектор Гърция – България. Следва да се отговори писмо до 12 август 2021 г.;
- народния представител Ивайло Мирчев към Андрей Живков – служебен министър на енергетиката, относно поисканата оставка на Оперативното ръководство на „Булгартрансгаз“ ЕАД. Следва да се отговори в пленарното заседание на 6 август 2021 г.
Писмени отговори за връчване от:
- служебния министър-председател по обществения ред и сигурност и служебен министър на вътрешните работи Бойко Рашков на два въпроса от народния представител Христо Гаджев;
- служебния министър на регионалното развитие и благоустройството Виолета Комитова на два въпроса от народния представител Христо Гаджев;
- служебния министър на външните работи Светлан Стоев на два въпроса от народния представител Христо Гаджев;
- служебния министър на енергетиката Андрей Живков на два въпроса от народния представител Христо Гаджев;
- служебния министър на финансите Асен Василев на два въпроса от народния представител Христо Гаджев;
- служебния министър на икономиката Кирил Петков на два въпроса от народния представител Христо Гаджев;
- служебния министър на младежта и спорта Андрей Кузманов на два въпроса от народния представител Христо Гаджев;
- служебния министър на правосъдието Янаки Стоилов на два въпроса от народния представител Христо Гаджев;
- служебния министър на транспорта, информационните технологии и съобщенията Георги Тодоров на два въпроса от народния представител Христо Гаджев;
- служебния министър-председател на Република България Стефан Янев на два въпроса от народния представител Христо Гаджев;
- служебния министър на туризма Стела Балтова на два въпроса от народния представител Христо Гаджев;
- служебния министър на околната среда и водите Асен Личев на два въпроса от народния представител Христо Гаджев;
- служебния заместник министър-председател по управление на европейските средства Атанас Пеканов на въпрос от народния представител Христо Гаджев;
- служебния заместник министър-председател по икономическите и социалните политики и служебен министър на труда и социалната политика Гълъб Донев на два въпроса от народния представител Христо Гаджев;
- служебния министър на отбраната Георги Панайотов на три въпроса от народния представител Христо Гаджев;
- служебния министър на образованието и науката Николай Денков на въпрос от народния представител Христо Гаджев;
- служебния министър на околната среда и водите Асен Личев на въпрос от народните представители Стела Николова и Цецка Бачкова;
- служебния министър на транспорта, информационните технологии и съобщенията Георги Тодоров на въпрос от народния представител Стела Николова;
- служебния министър на регионалното развитие и благоустройството Виолета Комитова на въпрос от народния представител Ивайло Мирчев;
- служебния министър на регионалното развитие и благоустройството Виолета Комитова на питане от народния представител Ивайло Мирчев;
- служебния министър на околната среда и водите Асен Личев на въпрос от народния представител Георги Гьоков;
- служебния министър на енергетиката Андрей Живков на въпрос от народния представител Георги Гьоков;
- служебния министър на регионалното развитие и благоустройството Виолета Комитова на въпрос от народния представител Зорница Стратиева;
- служебния министър на енергетиката Андрей Живков на въпрос от народния представител Мартин Димитров.
Продължаваме с въпросите към министър Кирил Петков.
Първият въпрос към министър Кирил Петков е от Десислава Атанасова относно разходване на публичен ресурс, собственост на българските данъкоплатци.
Заповядайте, госпожо Атанасова.",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Благодаря Ви, господин Бабикян.
С това приключихме изслушването. Нямаме време да започваме следващото изслушване.
От 11,00 ч. започва парламентарният контрол.
Давам 10 минути прекъсване.

(След почивката.)",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e02e7,"Моля Ви да се държим сериозно и да викаме министрите само тогава, когато има смисъл.",Арман Бабикян,parl-member
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,"Благодаря, госпожо Председател.
Уважаеми господин Министър, не съм доволна от отговора на първия поставен въпрос, защото, ако е вярна логиката, че за да спестите 120 хил. лв., които са обезщетения, които се дължат навярно съгласно Закона за държавния служител след напускането на тези лица от правния отдел или съгласно Закона за ББР, то не виждам логика в това да сключите договор за 8400 евро на месец с тази адвокатска кантора. Най-простата сметка показва, че ако за 12 месеца се изплащат тези 8400 евро на месец, тоест около 16 хил. лв., то над 100 хил. 800 евро на година, тоест над 200 хил. лв., или 80 хиляди по-малко от тези средства, които са били нужни при изплащането на обезщетения, в повече трябва да разходвате, за да имате, по Вашите думи, качествен екип от адвокатски кантори.
Освен това може ли да ми дадете информация кога е сключен договорът с адвокатската кантора? Защото по мои данни той е сключен на 1 юли 2021 г., а изпълнителните директори – господин Владимир Георгиев и господин Цанко Арабаджиев, са вписани, по мои данни, като такива на 7 юли 2021 г. Имали ли са те право да подписват такъв договор? Бихте ли им търсили  отговорност за това, че без правно основание са го направили и практика ли е назначени от Вас служители да подписват документи преди да са получили при условията на закона качеството, което е необходимо, за да го правят? Благодаря.",Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Благодаря Ви.
Госпожо Атанасова – за реплика.",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,,"...огромни застраховки, които не са целеви за експорта, и Националната компания за индустриални зони пък още няма пътна връзка, нито добро електрическо захранване, нито добър канал след вече над седем години опериране.
Така че ето затова сме го направили. Благодаря.",Служебен Министър Кирил Петков,external
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Господин Министър, времето.",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,,"Да, благодаря за хубавия въпрос.
На 22 юни встъпи новият Надзор и Управителен съвет на ББР и в деня, в който встъпи в управление, видя, че в деня преди това ръководителят на Правен отдел и ръководителят на отдел „Кредитиране на банката“ към същата дата са приключили в деня преди да влезе новият Управителен съвет с обезщетение в размер на 120 хил. лв. Представяте ли си, идва новият надзор и точно в деня преди това Правният отдел си дава оставката и му се плащат 120 хил. лв. в деня преди да влезе Надзорът.
Влизайки новият Надзор, те веднага потърсват една от най-добрите кантори в София и успяват да спестят още на първата седмица тези 120 хиляди, защото успяват да обжалват договорите веднага, така че този казус да не бъде поредното изтичане на точно същите пари на данъкоплатеца, за които Вие казахте.
Едновременно с това пускат конкурс за правно обслужване, който в момента тече, и едновременно с това пускат процедура за конкурентно избиране на кантора между шест от топ канторите в София, така че ето един много добре инвестиран ресурс. Тези 8000 евро, които ги казахте, за тази кантора на месец, вече са избити от обезщетенията – 120 хиляди, които са си наложили правният отдел с напускането си, и едновременно с това тече конкурс за наемане на нов юридически екип в Банката, и едновременно с това са подадени на обществена процедура между шест кантори. Така че мисля, че това е най-добрият начин за изразходване на тези средства.
Другата тема. До този момент още нито един човек не е нает към държавните компании, които са под Министерството на икономиката. Това, което се направи, е: увеличихме в Устава възможността да се наемат нови хора. И това защо го направихме? Ще Ви кажа съвсем честно, защото в момента, което видяхме през ББР какво се случи, когато уволняваш старите управленци, има едни осем седмици, където Банката нямаше управленски екип. По този начин, увеличавайки, първо, Борда, наемайки потенциален нов капацитет в тези дружества и след това, уволнявайки част от съществуващия борд, можем да избегнем възможността тези дружества да не са без Надзор или без Управителен съвет.
Защо това се налага? Огромни проблеми има в тези дружества. Този екип не може да остава по същия начин. Има огромна липса на капацитет.
Само с две изречения – ДКК, както много добре знаем, 630 милиона преди три години дадени за 414 язовира, само 10 от тях са завършени, от които току-що бяха предадени към държавното предприятие, което ги управлява; направен е небостъргач – административен, за 190 милиона; подписан договор за инженеринг, проектиране, строителство и надзор без никаква тръжна процедура, според нас срещу законовата рамка, който се радвам да Ви съобщя, че от вчера беше замразен с решение на Министерския съвет. В БАЕС намерихме огромни застраховки...",Служебен Министър Кирил Петков,external
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,"Приключвам.
...изменя предходното решение, като намалява ресурса от 211 милиона на почти 146 и взема решение да се стартира изпълнението на гаранционен финансов инструмент – портфейлни гаранции, в размер до 100 милиона над определения бюджет на Оперативната програма.
Извън горното министър-председателят внася и приема в същия ден Решение № 501, с което се одобрява проект на изменение на Оперативна програма „Иновации и конкурентоспособност“, като се възлага внасянето и за одобрението в Европейската комисия.
Във връзка с казаното въпросът ми е следният: какъв е общият ресурс на средствата, които са насочени или предвидени за насочване към Фонда на фондовете и други финансови инструменти, с какъв ресурс общо е Оперативната програма и предвиждат ли се средства над определения бюджет на Оперативната програма? Благодаря.",Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e0342,"Времето, госпожо Атанасова.",Председател Татяна Дончева,house-speaker
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,"Благодаря, госпожо Председател.
Преди да задам въпроса си в конкретика, ще направя само едно уточнение, че аз съм проверила Търговския регистър, господин Министър, може и да имам грешка, но съм убедена, че ако Вие направите проверка, датата ще се окаже 7 юли, а не 22 юни. Това е извън темата.
По втория въпрос – относно управление на европейските средства в подкрепа на бизнеса.
С Решение № 140 от 19 февруари 2021 г., тоест на стария Министерски съвет – правителството на Бойко Борисов, се даде съгласие управляващият орган на Оперативна програма „Иновации и конкурентоспособност“ да сключва договори за предоставяне на безвъзмездна финансова помощ в размер до 211 млн. 379 хил. 100 лв. над определения бюджет на Оперативната програма.
Решението предвиждаше още финансовите средства да бъдат възстановени от средствата по линията на REACT EU, като с това се целеше своевременен отговор на очакванията на бизнеса за предприемане на спешни действия за подкрепа на засегнатите от кризата фирми, като беше предвидено всички средства да се използват за ликвидна подкрепа и оборотен капитал, като помощта следваше да бъде безвъзмездна. Всичко това беше съгласувано с национално представените работодателски и синдикални организации и до този момент, тоест до началото на управлението на служебното правителство, всички изпълнявани мерки от Министерството на икономиката, както и от правителството, целяха да се достигне до всички пострадали компании, които са кандидатствали за подкрепа, и същите отговарят на критериите и имат изрядни документи.
По Ваше предложение Министерският съвет с Решение № 500 от 12 юли 2021 г….",Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02df,"Благодаря Ви, господин Петков.
Сега преминаваме към втория въпрос на Десислава Атанасова относно управление на европейските средства в подкрепа на бизнеса.
Заповядайте, госпожо Атанасова.",Председател Ива Митева,house-speaker
6159b11cf003752f8e5cf008,,"Много благодаря за въпроса отново.
22 юни е точната дата, така че имате грешка в датата, когато встъпва новият Надзор и Управителен съвет. Въпросът е кога са встъпили, вписването на трети лица, да, и те са били в абсолютното правомощие да го направят. Пак да кажа, в момента е пуснат конкурс за тази позиция и би трябвало до една седмица да бъде попълнен от юрист на банката.
Както можете да се сетите, тези 8000 евро са не за един човек, а за възможността една от най-добрите кантори в София да влезе и да може да им помага на този отбор. Както вчера забелязахте, 250 милиона ще бъде дупката само тази година от кредитите, които са дадени. Не може една банка изведнъж да няма нито управители, нито надзор, нито правен екип. Едновременно с това, както казах, процедура е пусната между шестте други кантори, за да се види най-добрата цена. Така че тук става въпрос за моментно действие – спиране на 120 хил. лв. теч, който щеше да е поредното нещо, което се е случило, отваряне на процедура и оставане с най-професионалния екип, който, между другото, само да кажа – за разлика от другите министри, аз не наставлявам Управителния и Надзорния съвет, давам им пълна независимост, защото съм избрал страхотни професионалисти. Благодаря Ви.",Служебен Министър Кирил Петков,external
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e0342,"Да, да, отчитам, че е важен и че ще трябваше да се чуе какво питате.",Председател Татяна Дончева,house-speaker
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,Важен е въпросът.,Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e0342,"Не, ще си вземем една минута от втората Ви част.
Заповядайте, господин Министър.",Председател Татяна Дончева,house-speaker
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,"Добавете, да.",Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e0342,"Как да направим с минутата? Да добавим на министъра една минута, или Вие ще си вземете една минута от втората част?",Председател Татяна Дончева,house-speaker
6159b11cf003752f8e5cf008,,"Благодаря Ви за този въпрос.
Хубавата новина е, че се оказва, че обслужваме главно микро- и малки предприятия. Както казах, средният размер на кредита изцяло е под 400 хил. лв. и това е част от правилата на Програмата. Банките не могат да рефинансират съществуващи кредити. С други думи, това са изцяло нови пари, налети в икономиката, без право на банката да рефинансира.
Реално всъщност да Ви споделим, че преговорите с банките бяха много тежки. При тези условия те бяха на ръба да се откажат, защото хем им гарантираме 50% от портфолиото, което означава, че те имат – 50% от риска на портфолиото е техен, хем не могат да изискват обезпечение, хем не им даваме да рефинансират. Бяха на ръба да се откажат, но резултатът от това, е, че имаме в момента ресторанти, хотели и Програмата буквално се свършва. Банките ни казват: имаме повече търсене за тези кредити, отколкото предварително очаквахме. Това е реалната истина и съм много доволен, че го направихме в момента, когато нямахте и актуализация на бюджета. Благодаря Ви.",Служебен Министър Кирил Петков,external
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e0342,"Заповядайте, господин Министър.",Председател Татяна Дончева,house-speaker
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e03a9,"Благодаря Ви, госпожо Дончева.
В репликата си ще бъда кратка.
Господин Министър, ако прецените, после може лично да ми отговорите. Това не е ли рефинансиране на стари, съществуващи кредити? Колко до момента са договорените нови кредити и това не обслужва ли банките, а не малките и средни предприятия, които имат право на такава помощ?",Десислава Атанасова,parl-member
6159b11cf003752f8e5cf008,60d4cc5ac4ced20a9c9e0342,"Госпожо Атанасова, за реплика?",Председател Татяна Дончева,house-speaker
6159b11cf003752f8e5cf008,,"Да, благодаря.
Наистина е важен въпросът. Много бързо ще се опитам да отговоря.
Фондът на фондовете – с общ размер 1 милиард 263 милиона, които включват няколко оперативни програми, съгласно последните изменения на Оперативната програма „Конкурентоспособност“ от 25 ноември 2020 г. Средствата, предвидени за финансови инструменти, възложени за изпълнение на Фонда на фондовете, са 459,6 милиона за финансовите инструменти, като от тях 293 милиона са дялови инструменти, 166 са портфейлни гаранции.
Допълнително от REACT EU, както Вие казахте, с решение на Министерския съвет, изменено няколко пъти през 2020 и 2021 г., влизат 236 милиона, които отиват в Оперативната програма „Иновации и конкурентоспособност“, с цел преодоляването на ковид кризата. От тях 100 милиона отиват в програма „Възстановяване“ като портфейлни гаранции. Те ще влязат в рамките на месец август към Фонда на фондовете. От съществуващия им ресурс на Фонда на фондовете за портфейлни гаранции стартирахме програмата „Възстановяване“ със 140 милиона. Програмата стартира месец юни с очакване за реализация за пет месеца, но вече този срок се очаква да падне на три.
Основната причина за бързото усвояване е точно липсата на обезпечение на тези кредити, като сумите са отишли за нови кредити, не стари както вчера се каза, по много добър начин, защото банките все пак имаха риск и успяха да насочат тези пари към най-целевите групи. Хубавата новина е, че средният заем по Плана за възстановяване е под 400 хил. лв. От последните няколко дни имаме обаждане от банките, които казват: свършихме ресурса, моля Ви се, давайте още. С други думи много добре оперираща програма и явно към микропредприятията.
С какъв ресурс – вторият Ви въпрос – общо е ОПИК и предвиждат ли се средства над определения бюджет? Не, не се предвиждат средства над определения бюджет – е директният отговор. Оперативната програма, одобрена към 25 ноември 2020 г., е 2 милиарда 448,8 милиона отново с няколко решения, както споделих. 236 милиона отиват над бюджета на Програмата. Тези средства ще бъдат възстановени от средствата по линията Rеact-eu след официално одобрение и изменение на ОПИК от Европейската комисия, което се очаква да се случи в следващите две седмици. Отново тези 236 милиона – 100 милиона отиват към Програмата за възстановяване, и останалите 136 милиона отиват за безвъзмездна финансова помощ, включително процедури по туризма, транспорта, както микро- и малки предприятия.
С изменението на ОПИК на база на последното решение от 12 юли 2021 г. 105,6 млн. лв. ще бъдат наддоговорени по процедурата подкрепа на малки предприятия с оборот над 500 хиляди, като част от тези средства са и спестявания по други приоритетни оси. Ето защо не се предвиждат средства над определения бюджет.
Важно е да се отбележи, че с това увеличаване от 105 милиона, което качва сумата от 78 до 185 милиона, в тази процедура това ще даде възможност на 3700 предприятия да могат да се възползват. Приоритетно сме се фокусирали върху хотелиерството, ресторантьорството и промишлеността и в тези индустрии всичките одобрени проекти ще бъдат финансирани. Благодаря Ви.",Служебен Министър Кирил Петков,external
6159b11cf003752f8e5cf008,60d4cc59c4ced20a9c9e02dc,"Уважаема госпожо Председател, уважаеми господа министри! Да си призная, не знаех, че фирмата е Ваша, честна дума. Има някакво разминаване, което ме притесни. Освен това има одитен доклад, в който пише, че търгът е формален. Мен това ме притеснява от всичко това, иначе изложихте още факти.
Не казахте обаче кои са били тогава длъжностни лица в Националната компания индустриални зони и дали е вярно това? Аз не знаех, че само и в ПИК е написано. Те явно са го трансформирали транслирали са го по други сайтове, но както и да е.
Дали е вярно, че е учредено правото на строеж, с което е застроен – това са декари, няма значение, не е толкова важно; защо стойността на учреденото право на строеж е 3,5 евро, при положение че на друг инвеститор е евро на квадратен метър; при положение че на немския инвеститор, няма да казвам името, е продаден терен на 15 евро? Три пъти по-малка цена не е прието, дори да е за право на строеж, 70 – 90% трябва да е правото на строеж, ако се купува земята, ако се придобива собственост, а тук виждаме колко пъти е разликата.
Имаше въпрос, както казах, кои са били длъжностните лица и дали е вярно дали са били те? И втората част на въпроса ми е: какъв пост е заемал настоящият консултант – Ваш сега в Министерството на икономиката, отговарящ за проверките в същата тази Компания индустриални зони – Валери Андреев през този период? Какъв пост е заемала настоящата заместник-министърка на финансите – тогава заместник-министър на икономиката, Виолета Лорер? Гласувала ли е тя в заседанията на Съвета на директорите по отношение на цитирания конкурс? Какъв пост е заемал Борислав Стефанов в Българската агенция за инвестиции, подписвал ли е документи, свързани с издаването на Сертификат за инвестиции?
Между другото, пропуснах, че е придобит Сертификат Б – пак скоростно. Наистина пожелавам на всички, които кандидатстват по Закона за насърчаване на инвестициите, да придобиват толкова бързо сертификат за съответния клас инвеститор. Вярно ли е, че от ръководителя на отдел „Правен“ в Националната компания през 2013 г., който е изготвил конкурсната процедура и е бил председател на комисията, понастоящем е поканен от Вас за член на Съвета на директорите и участва и в момента в обявен от Вас конкурс за членове на борда на компанията? Вярно ли е, че следващият изпълнителен директор след Валери Андреев, изповядал сделката по формално обявения и проведен конкурс от предходното ръководство, е поканен от Вас за член на Съвета на директорите и участва в момента в същия конкурс, който сте обявили? Ще сезирате ли прокуратурата за формално проведения конкурс, каквото е заключението на одиторите, за което Ви споменах? Благодаря Ви.",Димитър Главчев,parl-member
6159b11cf003752f8e5cf008,,"Много Ви благодаря за зададения въпрос.
Само да уточня: единствената медия, която е успяла да ми зададе този въпрос, и аз успях да ѝ отговоря напълно, е Агенция ПИК. Така че Вие сте вторият човек, който ми го задавате, и с удоволствие ще отговоря и на Вас.
Какво казах на Агенция ПИК реално? Мога да разкажа за всичките други дружества, които са учредени, но ще вляза във „Волаком“, предполагам, че там е интересът.
На 21.06.2013 г., фирма „Ацом“, „Неона“, „АРК Метрология“, „Волаком“, „Иновас“, „Мед“ и „Оптикс“ заедно решават да се направи клъстер „Мехатроника“ със супер висока добавена стойност – за експортните пазари са едни от най-добрите български компании в тази сфера, заедно в Индустриална зона Божурище. Започва се конкурсна документация на 21.06., но, за съжаление, единствената фирма, която реално подава на 21.06., е „Оптикс“ АД. Тогава министър на икономиката е министър Асен Василев.
Фирмата, в която аз съм участвал – „Волаком“, в този момент не подава документи за придобиване право на строеж. Въпреки че фирма „Волаком“ за мен е един от най-успешните ми проекти, успяхме да си върнем инвестицията страшно бързо – за по-малко от шест месеца. Реално партньорите ни изкупиха през август 2013 г.
На база на следващо решение на министър Драгомир Стойнев месеци по-късно – на 29.11., същият този клъстер подава отново, а те придобиват правото на строеж месец януари следващата година. Въпреки че звучи така интересно – Агенция ПИК, много се беше въодушевила, но когато видяха, че тази компания е придобила правата си, аз нямам нищо общо с нея. А когато аз съм имал нещо общо с нея, пък не сме подали, целият този казус затихна. Ако искате, мога да Ви дам по дати всяка част от тази документация. Благодаря Ви.",Служебен Министър Кирил Петков,external
