sentence_idx,word,tag
379,този,O
379,недостоен,O
379,дебат,O
379,–,O
379,той,O
379,даже,O
379,не,O
379,е,O
379,детски,O
379,",",O
379,той,O
379,е,O
379,сурово,O
379,инфантилен,O
379,за,O
379,българския,O
379,парламент,O
379,.,O
380,Благодаря,O
380,Ви,O
380,.,O
381,(,O
381,Ръкопляскания,O
381,от,O
381,„,B-ORG
381,БСП,I-ORG
381,за,I-ORG
381,България,I-ORG
381,“,I-ORG
381,.,O
381,),O
382,Единадесет,O
382,минути,O
382,–,O
382,без,O
382,удължаването,O
382,",",O
382,около,O
382,петнадесет,O
382,.,O
383,Благодаря,O
383,Ви,O
383,",",O
383,господин,O
383,Председател,O
383,.,O
384,Уважаеми,O
384,господин,O
384,Председател,O
384,",",O
384,уважаеми,O
384,колеги,O
384,!,O
385,Първо,O
385,",",O
385,на,O
385,последния,O
385,репликиращ,O
385,",",O
385,както,O
385,Вие,O
385,казахте,O
385,",",O
385,с,O
385,цялото,O
385,ми,O
385,уважение,O
385,към,O
385,Вас,O
385,–,O
385,БСП,B-ORG
385,имаше,O
385,80,O
385,депутати,O
385,в,O
385,44,O
385,-,O
385,тото,O
385,Народно,O
385,събрание,O
385,",",O
385,което,O
385,изкара,O
385,четири,O
385,години,O
385,",",O
385,господин,O
385,Чолаков,B-PER
385,.,O
386,И,O
386,знаете,O
386,ли,O
386,колко,O
386,председателски,O
386,места,O
386,имаше,O
386,в,O
386,комисии,O
386,?,O
386,!,O
387,Три,O
387,!,O
388,Осемдесет,O
388,депутати,O
388,–,O
388,три,O
388,комисии,O
388,!,O
389,Нали,O
389,говорим,O
389,за,O
389,принципи,O
389,?,O
389,!,O
390,Второ,O
390,",",O
390,ако,O
390,си,O
390,пуснете,O
390,видеозаписите,O
390,от,O
390,заседание,O
390,на,O
390,Народното,B-ORG
390,събрание,I-ORG
390,–,O
390,Четиридесет,O
390,и,O
390,четвъртото,O
390,",",O
390,ще,O
390,видите,O
390,как,O
390,право,O
390,вкарахте,O
390,България,B-ORG
390,по,O
390,нанадолнището,O
390,с,O
390,Вашето,O
390,мнозинство,O
390,с,O
390,липса,O
390,на,O
390,всякакви,O
390,дискусии,O
390,.,O
391,Един,O
391,път,O
391,съм,O
391,Ви,O
391,го,O
391,казвал,O
391,тук,O
391,по,O
391,време,O
391,на,O
391,бюджетно,O
391,обсъждане,O
391,–,O
391,понеже,O
391,каза,O
391,господин,O
391,Балабанов,B-PER
391,„,O
391,най-важният,O
391,закон,O
391,“,O
391,",",O
391,нали,O
391,–,O
391,Вие,O
391,мълчахте,O
391,–,O
391,пак,O
391,ще,O
391,повторя,O
391,тази,O
391,фраза,O
391,на,O
391,Илф,B-PER
391,и,O
391,Петров,B-PER
391,„,O
391,като,O
391,архиерей,O
391,на,O
391,прием,O
391,“,O
391,.,O
392,И,O
392,накрая,O
392,",",O
392,свършват,O
392,минутите,O
392,на,O
392,опозицията,O
392,",",O
392,става,O
392,тука,O
392,Вашият,O
392,председател,O
392,на,O
392,група,O
392,",",O
392,чука,O
392,картата,O
392,царствено,O
392,в,O
392,трибуната,O
392,",",O
392,всички,O
392,му,O
392,ръкопляскате,O
392,и,O
392,с,O
392,валяка,O
392,на,O
392,мнозинството,O
392,…,O
392,–,O
392,от,O
392,това,O
392,страдаше,O
392,и,O
392,ДПС,B-ORG
392,",",O
392,страдаше,O
392,и,O
392,БСП,B-ORG
392,.,O
393,Но,O
393,не,O
393,–,O
393,това,O
393,беше,O
393,фалшиво,O
393,спазване,O
393,на,O
393,закона,O
393,",",O
393,един,O
393,параван,O
393,",",O
393,така,O
393,наречената,O
393,фасадна,O
393,демокрация,O
393,–,O
393,да,O
393,Ви,O
393,припомня,O
393,тази,O
393,фраза,O
393,.,O
394,Така,O
394,че,O
394,аз,O
394,не,O
394,искам,O
394,да,O
394,влизам,O
394,в,O
394,дебати,O
394,.,O
395,Не,O
395,искам,O
395,на,O
395,никого,O
395,…,O
395,Да,O
395,обърна,O
395,внимание,O
395,",",O
395,сериозно,O
395,",",O
395,понеже,O
395,тук,O
395,господин,O
395,Балабанов,B-PER
395,си,O
395,позволи,O
395,",",O
395,искам,O
395,от,O
395,тази,O
395,трибуна,O
395,да,O
395,Ви,O
395,поздравя,O
395,за,O
395,вчерашното,O
395,изказване,O
395,по,O
395,време,O
395,на,O
395,големия,O
395,сериозен,O
395,дебат,O
395,",",O
395,но,O
395,понякога,O
395,се,O
395,налага,O
395,човек,O
395,да,O
395,бъде,O
395,малко,O
395,по-остър,O
395,",",O
395,за,O
395,да,O
395,се,O
395,усетим,O
395,накъде,O
395,отиваме,O
395,.,O
396,Така,O
396,че,O
396,",",O
396,пак,O
396,казвам,O
396,",",O
396,с,O
396,цялото,O
396,ми,O
396,уважение,O
396,към,O
396,всички,O
396,колеги,O
396,",",O
396,не,O
396,ми,O
396,напомняйте,O
396,миналото,O
396,",",O
396,близкото,O
396,",",O
396,защото,O
396,ние,O
396,сме,O
396,го,O
396,изстрадали,O
396,четири,O
396,години,O
396,",",O
396,познаваме,O
396,го,O
396,много,O
396,добре,O
396,–,O
396,правилата,O
396,",",O
396,процентите,O
396,",",O
396,комисиите,O
396,и,O
396,накрая,O
396,валякът,O
396,върви,O
396,отгоре,O
396,",",O
396,и,O
396,законите,O
396,",",O
396,които,O
396,се,O
396,приемаха,O
396,в,O
396,това,O
396,Четиридесет,B-ORG
396,и,I-ORG
396,четвърто,I-ORG
396,народно,I-ORG
396,събрание,I-ORG
396,",",O
396,са,O
396,образец,O
396,за,O
396,антизаконотворчество,O
396,.,O
397,Ще,O
397,има,O
397,диалог,O
397,–,O
397,поздравявам,O
397,още,O
397,веднъж,O
397,господин,O
397,Христо,B-PER
397,Иванов,I-PER
397,за,O
397,това,O
397,",",O
397,което,O
397,каза,O
397,",",O
397,трябва,O
397,да,O
397,има,O
397,диалог,O
397,",",O
397,но,O
397,недейте,O
397,се,O
397,подиграва,O
397,и,O
397,с,O
397,мола,O
397,",",O
397,колеги,O
397,.,O
398,За,O
398,първи,O
398,път,O
398,преговори,O
398,се,O
398,водеха,O
398,пред,O
398,очите,O
398,на,O
398,цялата,O
398,нация,O
398,!,O
399,Пред,O
399,очите,O
399,на,O
399,цялата,O
399,нация,O
399,!,O
400,(,O
400,Ръкопляскания,O
400,от,O
400,„,B-ORG
400,БСП,I-ORG
400,за,I-ORG
400,България,I-ORG
400,“,I-ORG
400,",",O
400,„,B-ORG
400,Продължаваме,I-ORG
400,Промяната,I-ORG
400,“,I-ORG
400,.,O
400,),O
401,Това,O
401,е,O
401,истината,O
401,!,O
402,Благодаря,O
402,Ви,O
402,",",O
402,господин,O
402,Председател,O
402,.,O
403,Благодаря,O
403,Ви,O
403,",",O
403,господин,O
403,Чолаков,B-PER
403,.,O
404,Имате,O
404,думата,O
404,за,O
404,дуплика,O
404,",",O
404,професор,O
404,Михайлов,B-PER
404,.,O
405,Благодаря,O
405,Ви,O
405,",",O
405,господин,O
405,Председател,O
405,.,O
406,Професор,O
406,Михайлов,B-PER
406,",",O
406,с,O
406,цялото,O
406,ми,O
406,уважение,O
406,към,O
406,Вас,O
406,.,O
407,Наистина,O
407,",",O
407,както,O
407,каза,O
407,госпожа,O
407,Василева,B-PER
407,",",O
407,това,O
407,е,O
407,принципен,O
407,въпрос,O
407,.,O
408,Аз,O
408,се,O
408,радвам,O
408,",",O
408,колеги,O
408,",",O
408,че,O
408,стана,O
408,тази,O
408,дискусия,O
408,в,O
408,зала,O
408,",",O
408,за,O
408,да,O
408,може,O
408,да,O
408,си,O
408,поговорим,O
408,за,O
408,принципите,O
408,и,O
408,за,O
408,това,O
408,",",O
408,че,O
408,принципът,O
408,в,O
408,началото,O
408,на,O
408,това,O
408,Народно,O
408,събрание,O
408,беше,O
408,парламентарната,O
408,група,O
408,на,O
408,ГЕРБ-СДС,B-ORG
408,да,O
408,получи,O
408,шест,O
408,или,O
408,седем,O
408,председателски,O
408,места,O
408,на,O
408,комисии,O
408,",",O
408,ако,O
408,не,O
408,се,O
408,лъжа,O
408,",",O
408,защото,O
408,такава,O
408,е,O
408,била,O
408,парламентарната,O
408,практика,O
408,и,O
408,защото,O
408,така,O
408,се,O
408,е,O
408,правило,O
408,винаги,O
408,.,O
409,Местата,O
409,в,O
409,парламентарните,O
409,комисии,O
409,",",O
409,включително,O
409,председателските,O
409,",",O
409,следват,O
409,пропорциите,O
409,на,O
409,парламентарните,O
409,групи,O
409,.,O
410,Колеги,O
410,от,O
410,ПП,B-ORG
410,",",O
410,пък,O
410,и,O
410,изобщо,O
410,от,O
410,мнозинството,O
410,",",O
410,Вие,O
410,представяте,O
410,ли,O
410,си,O
410,как,O
410,щеше,O
410,да,O
410,работи,O
410,Народното,B-ORG
410,събрание,I-ORG
410,",",O
410,ако,O
410,тогава,O
410,беше,O
410,спазен,O
410,този,O
410,принцип,O
410,?,O
411,Вчера,O
411,си,O
411,говорихме,O
411,:,O
411,„,O
411,Ама,O
411,Вие,O
411,трябва,O
411,да,O
411,се,O
411,покаете,O
411,",",O
411,ама,O
411,Вие,O
411,трябва,O
411,да,O
411,се,O
411,разкаете,O
411,“,O
411,",",O
411,тоест,O
411,Вие,O
411,го,O
411,казвахте,O
411,на,O
411,нас,O
411,.,O
412,Вие,O
412,представяте,O
412,ли,O
412,си,O
412,как,O
412,щеше,O
412,да,O
412,работи,O
412,Народното,B-ORG
412,събрание,I-ORG
412,",",O
412,ако,O
412,бяхте,O
412,спазили,O
412,принципа,O
412,?,O
413,Колеги,O
413,",",O
413,обръщам,O
413,внимание,O
413,",",O
413,че,O
413,една,O
413,работа,O
413,",",O
413,като,O
413,тръгне,O
413,накриво,O
413,",",O
413,върви,O
413,накриво,O
413,",",O
413,докато,O
413,не,O
413,се,O
413,оправи,O
413,.,O
414,Един,O
414,процес,O
414,",",O
414,като,O
414,започне,O
414,с,O
414,грях,O
414,",",O
414,той,O
414,до,O
414,края,O
414,свършва,O
414,с,O
414,грях,O
414,.,O
415,Този,O
415,консенсус,O
415,",",O
415,за,O
415,който,O
415,сега,O
415,много,O
415,интересно,O
415,започна,O
415,да,O
415,се,O
415,пледира,O
415,тук,O
415,от,O
415,парламентарната,O
415,трибуна,O
415,",",O
415,може,O
415,да,O
415,започне,O
415,да,O
415,се,O
415,изправя,O
415,",",O
415,колеги,O
415,",",O
415,ако,O
415,наистина,O
415,се,O
415,вслушате,O
415,в,O
415,тези,O
415,предложения,O
415,",",O
415,които,O
415,бяха,O
415,направени,O
415,.,O
416,Преразгледайте,O
416,цялата,O
416,система,O
416,",",O
416,няма,O
416,срамно,O
416,",",O
416,няма,O
416,страшно,O
416,.,O
417,Нека,O
417,опозицията,O
417,да,O
417,си,O
417,получи,O
417,председателските,O
417,места,O
417,",",O
417,които,O
417,ѝ,O
417,се,O
417,полагат,O
417,по,O
417,парламентарен,O
417,обичай,O
417,",",O
417,и,O
417,да,O
417,видите,O
417,как,O
417,всички,O
417,неща,O
417,ще,O
417,започнат,O
417,да,O
417,се,O
417,случват,O
417,едно,O
417,по,O
417,едно,O
417,след,O
417,това,O
417,.,O
418,Благодаря,O
418,Ви,O
418,.,O
419,Благодаря,O
419,Ви,O
419,",",O
419,госпожо,O
419,Василева,B-PER
419,.,O
420,Трета,O
420,реплика,O
420,от,O
420,Радомир,B-PER
420,Чолаков,I-PER
420,.,O
421,Имате,O
421,думата,O
421,",",O
421,господин,O
421,Чолаков,B-PER
421,.,O
422,Благодаря,O
422,Ви,O
422,",",O
422,господин,O
422,Председател,O
422,.,O
423,Уважаеми,O
423,професор,O
423,Михайлов,B-PER
423,",",O
423,при,O
423,цялото,O
423,ми,O
423,уважение,O
423,към,O
423,Вас,O
423,и,O
423,към,O
423,всички,O
423,други,O
423,колеги,O
423,",",O
423,независимо,O
423,кой,O
423,коя,O
423,парламентарна,O
423,група,O
423,представлява,O
423,",",O
423,смятам,O
423,",",O
423,че,O
423,всички,O
423,емоции,O
423,идват,O
423,от,O
423,факта,O
423,",",O
423,че,O
423,повечето,O
423,от,O
423,колегите,O
423,приемат,O
423,това,O
423,за,O
423,личен,O
423,въпрос,O
423,.,O
424,Не,O
424,",",O
424,професор,O
424,Михайлов,B-PER
424,",",O
424,това,O
424,не,O
424,е,O
424,личен,O
424,въпрос,O
424,",",O
424,повярвайте,O
424,.,O
425,Въпросът,O
425,е,O
425,принципен,O
425,и,O
425,когато,O
425,абсолютно,O
425,принципно,O
425,си,O
425,го,O
425,поставял,O
425,няколко,O
425,пъти,O
425,във,O
425,формáта,O
425,",",O
425,в,O
425,който,O
425,си,O
425,се,O
425,разбрал,O
425,със,O
425,своите,O
425,партньори,O
425,",",O
425,че,O
425,ще,O
425,работиш,O
425,",",O
425,но,O
425,не,O
425,получаваш,O
425,необходимото,O
425,внимание,O
425,",",O
425,разбираш,O
425,",",O
425,че,O
425,единственият,O
425,начин,O
425,да,O
425,привлечеш,O
425,вниманието,O
425,им,O
425,е,O
425,да,O
425,го,O
425,поставиш,O
425,на,O
425,вниманието,O
425,на,O
425,по-широка,O
425,аудитория,O
425,.,O
426,Наистина,O
426,приемете,O
426,",",O
426,че,O
426,защитаваме,O
426,принципна,O
426,позиция,O
426,и,O
426,бихме,O
426,защитавали,O
426,тази,O
426,позиция,O
426,",",O
426,когато,O
426,става,O
426,въпрос,O
426,за,O
426,всяка,O
426,една,O
426,от,O
426,останалите,O
426,парламентарни,O
426,групи,O
426,",",O
426,включително,O
426,и,O
426,за,O
426,Вашата,O
426,.,O
427,Вие,O
427,приемате,O
427,",",O
427,че,O
427,ние,O
427,защитаваме,O
427,само,O
427,нещо,O
427,",",O
427,което,O
427,се,O
427,полага,O
427,на,O
427,„,B-ORG
427,Има,I-ORG
427,такъв,I-ORG
427,народ,I-ORG
427,“,I-ORG
427,.,O
428,Не,O
428,",",O
428,ние,O
428,защитаваме,O
428,наистина,O
428,думата,O
428,„,O
428,парламентаризъм,O
428,“,O
428,.,O
429,Приемете,O
429,го,O
429,и,O
429,престанете,O
429,да,O
429,гледате,O
429,на,O
429,„,B-ORG
429,Има,I-ORG
429,такъв,I-ORG
429,народ,I-ORG
429,“,I-ORG
429,като,O
429,на,O
429,хора,O
429,",",O
429,които,O
429,едва,O
429,ли,O
429,не,O
429,се,O
429,опитват,O
429,да,O
429,инспирират,O
429,конфликти,O
429,.,O
430,Не,O
430,",",O
430,напротив,O
430,",",O
430,търсим,O
430,съгласие,O
430,и,O
430,мисля,O
430,",",O
430,че,O
430,това,O
430,е,O
430,призванието,O
430,на,O
430,всички,O
430,политици,O
430,–,O
430,да,O
430,търсят,O
430,съгласие,O
430,и,O
430,обединение,O
430,",",O
430,а,O
430,не,O
430,да,O
430,търсят,O
430,разединение,O
430,.,O
431,(,O
431,Ръкопляскания,O
431,от,O
431,ИТН,B-ORG
431,.,O
432,Частични,O
432,ръкопляскания,O
432,от,O
432,ДПС,B-ORG
432,.,O
432,),O
434,На,O
434,четвърто,O
434,място,O
434,",",O
434,Комисията,B-ORG
434,по,I-ORG
434,вътрешна,I-ORG
434,сигурност,I-ORG
434,и,I-ORG
434,обществен,I-ORG
434,ред,I-ORG
434,да,O
434,разследва,O
434,трафика,O
434,на,O
434,хора,O
434,между,O
434,България,B-ORG
434,и,O
434,Италия,B-ORG
434,",",O
434,да,O
434,изслуша,O
434,бившия,O
434,министър,O
434,на,O
434,вътрешните,O
434,работи,O
434,Георги,O
434,Петканов,O
434,и,O
434,настоящия,O
434,Румен,O
434,Петков,O
434,",",O
434,както,O
434,и,O
434,бившия,O
434,главен,O
434,секретар,O
434,на,O
434,Министерството,O
434,на,O
434,вътрешните,O
434,работи,O
434,Бойко,B-PER
434,Борисов,I-PER
434,за,O
434,трафика,O
434,на,O
434,хора,O
434,между,O
434,България,B-ORG
434,и,O
434,Италия,B-ORG
434,.,O
434,"""",O
435,",",O
435,Веселин,O
435,Методиев,O
435,",",O
435,parl-member,O
435,Господин,O
435,Лъчезар,B-PER
435,Иванов,I-PER
435,",",O
435,аз,O
435,приветствам,O
435,решението,O
435,на,O
435,господин,O
435,Бойко,B-PER
435,Борисов,I-PER
435,за,O
435,„,B-LOC
435,Младост,I-LOC
435,”,I-LOC
435,",",O
435,само,O
435,че,O
435,питам,O
435,защо,O
435,само,O
435,„,B-LOC
435,Младост,I-LOC
435,”,I-LOC
435,",",O
435,и,O
435,защо,O
435,само,O
435,няколко,O
435,месеца,O
435,?,O
436,Този,O
436,мораториум,O
436,трябва,O
436,да,O
436,бъде,O
436,поне,O
436,за,O
436,10,O
436,години,O
436,.,O
437,Колко,O
437,пъти,O
437,съм,O
437,ви,O
437,давал,O
437,за,O
437,пример,O
437,от,O
437,тази,O
437,трибуна,O
437,–,O
437,в,O
437,Лондон,B-LOC
437,има,O
437,100,O
437,-,O
437,годишен,O
437,мораториум,O
437,.,O
438,Там,O
438,няма,O
438,тези,O
438,престъпления,O
438,",",O
438,които,O
438,се,O
438,вършат,O
438,в,O
438,момента,O
438,срещу,O
438,българските,O
438,граждани,O
438,.,O
439,Въз,O
439,основа,O
439,на,O
439,срещата,O
439,и,O
439,разговори,O
439,между,O
439,президента,O
439,на,O
439,Украйна,B-ORG
439,Володимир,B-PER
439,Зеленски,I-PER
439,и,O
439,министър-председателя,O
439,на,O
439,Република,B-ORG
439,България,I-ORG
439,Кирил,B-PER
439,Петков,I-PER
439,",",O
439,състояли,O
439,се,O
439,в,O
439,Киев,B-LOC
439,на,O
439,28,O
439,април,O
439,т,O
439,.,O
439,г,O
439,.,O
439,",",O
439,като,O
439,посланик,O
439,на,O
439,Украйна,B-ORG
439,Ви,O
439,моля,O
439,за,O
439,предоставяне,O
439,на,O
439,следната,O
439,помощ,O
439,за,O
439,Украйна,B-ORG
439,:,O
439,Няколко,O
439,думи,O
439,за,O
439,тази,O
439,откровена,O
439,глупост,O
439,",",O
439,която,O
439,",",O
439,между,O
439,другото,O
439,",",O
439,се,O
439,лансира,O
439,в,O
439,последната,O
439,една,O
439,седмица,O
439,",",O
439,а,O
439,именно,O
439,за,O
439,ремонт,O
439,на,O
439,украинска,O
439,техника,O
439,на,O
439,българска,O
439,територия,O
439,.,O
440,Който,O
440,е,O
440,предложил,O
440,това,O
440,нещо,O
440,",",O
440,между,O
440,другото,O
440,",",O
440,на,O
440,Зеленски,B-PER
440,",",O
440,явно,O
440,го,O
440,е,O
440,лъгал,O
440,в,O
440,очите,O
440,.,O
441,От,O
441,всички,O
441,елементи,O
441,на,O
441,българския,B-ORG
441,държавен,I-ORG
441,военнопромишлен,I-ORG
441,комплекс,I-ORG
441,да,O
441,започнем,O
441,от,O
441,флотския,O
441,арсенал,O
441,.,O
442,Той,O
442,може,O
442,да,O
442,прави,O
442,определени,O
442,дейности,O
442,за,O
442,ремонт,O
442,на,O
442,кораби,O
442,",",O
442,само,O
442,че,O
442,украинските,O
442,кораби,O
442,не,O
442,могат,O
442,да,O
442,дойдат,O
442,до,O
442,България,B-ORG
442,",",O
442,тъй,O
442,като,O
442,Черно,B-LOC
442,море,I-LOC
442,е,O
442,блокирано,O
442,от,O
442,руснаците,O
442,.,O
443,Нито,O
443,една,O
443,партия,O
443,не,O
443,е,O
443,била,O
443,подвластна,O
443,на,O
443,ДПС,B-ORG
443,.,O
444,ДПС,B-ORG
444,винаги,O
444,е,O
444,било,O
444,лоялен,O
444,коалиционен,O
444,партньор,O
444,в,O
444,правителството,O
444,заедно,O
444,с,O
444,НДСВ,B-ORG
444,",",O
444,което,O
444,изкара,O
444,целия,O
444,си,O
444,мандат,O
444,.,O
445,В,O
445,тройната,O
445,коалиция,O
445,заедно,O
445,с,O
445,НДСВ,B-ORG
445,и,O
445,БСП,B-ORG
445,",",O
445,което,O
445,правителство,O
445,изкара,O
445,целия,O
445,си,O
445,мандат,O
445,!,O
446,И,O
446,ДПС,B-ORG
446,направи,O
446,така,O
446,",",O
446,че,O
446,България,B-ORG
446,да,O
446,приключи,O
446,своя,O
446,евроатлантически,O
446,проект,O
446,",",O
446,да,O
446,стане,O
446,пълноправен,O
446,член,O
446,на,O
446,НАТО,B-ORG
446,и,O
446,на,O
446,Европейския,B-ORG
446,съюз,I-ORG
446,.,O
447,(,O
447,Шум,O
447,и,O
447,реплики,O
447,от,O
447,ГЕРБ,B-ORG
447,.,O
447,),O
448,Аз,O
448,не,O
448,знам,O
448,дали,O
448,НДСВ,B-ORG
448,и,O
448,БСП,B-ORG
448,могат,O
448,да,O
448,се,O
448,съгласят,O
448,с,O
448,Вас,O
448,",",O
448,че,O
448,някога,O
448,те,O
448,са,O
448,били,O
448,подвластни,O
448,на,O
448,ДПС,B-ORG
448,.,O
449,Напротив,O
449,",",O
449,ние,O
449,заедно,O
449,тогава,O
449,ковяхме,O
449,европейското,O
449,настояще,O
449,и,O
449,бъдеще,O
449,на,O
449,България,B-ORG
449,",",O
449,а,O
449,Вие,O
449,–,O
449,Вие,O
449,",",O
449,Вашата,O
449,основна,O
449,грешка,O
449,",",O
449,на,O
449,ГЕРБ,B-ORG
449,",",O
449,е,O
449,че,O
449,Вие,O
449,станахте,O
449,подвластни,O
449,за,O
449,първи,O
449,път,O
449,на,O
449,антисистемни,O
449,политически,O
449,сили,O
449,",",O
449,които,O
449,съставляват,O
449,Патриотичния,B-ORG
449,фронт,I-ORG
449,.,O
450,Така,O
450,че,O
450,",",O
450,уважаеми,O
450,колеги,O
450,американофоби,O
450,",",O
450,които,O
450,сте,O
450,се,O
450,излюпили,O
450,не,O
450,знам,O
450,по,O
450,какви,O
450,причини,O
450,",",O
450,отворете,O
450,си,O
450,очите,O
450,",",O
450,защото,O
450,ако,O
450,не,O
450,е,O
450,тази,O
450,Америка,B-ORG
450,да,O
450,ви,O
450,даде,O
450,малко,O
450,свобода,O
450,",",O
450,щяхте,O
450,да,O
450,си,O
450,ходите,O
450,на,O
450,партийните,O
450,събрания,O
450,",",O
450,да,O
450,ругаете,O
450,Тодор,B-PER
450,Живков,I-PER
450,и,O
450,нищо,O
450,повече,O
450,.,O
451,С,O
451,Указ,O
451,13,O
451,-,O
451,13,O
451,/,O
451,1986,O
451,г,O
451,.,O
451,",",O
451,подписан,O
451,от,O
451,Тодор,B-PER
451,Живков,I-PER
451,като,O
451,председател,O
451,на,O
451,Държавния,B-ORG
451,съвет,I-ORG
451,",",O
451,са,O
451,наградени,O
451,за,O
451,особени,O
451,заслуги,O
451,в,O
451,състоянието,O
451,на,O
451,възродителния,O
451,процес,O
451,определени,O
451,категории,O
451,лица,O
451,от,O
451,системата,O
451,на,O
451,Министерство,B-ORG
451,на,I-ORG
451,вътрешните,I-ORG
451,работи,I-ORG
451,.,O
452,Делян,B-PER
452,Славчев,I-PER
452,Пеевски,I-PER
452,-,O
452,отсъства,O
452,Делян,B-PER
452,Славчев,I-PER
452,Пеевски,I-PER
452,-,O
452,отсъства,O
452,Тук,O
452,ключът,O
452,се,O
452,крие,O
452,обаче,O
452,в,O
452,едно,O
452,друго,O
452,национално,O
452,предателство,O
452,",",O
452,което,O
452,беше,O
452,подготвено,O
452,през,O
452,годините,O
452,и,O
452,извършено,O
452,от,O
452,два,O
452,кабинета,O
452,поред,O
452,–,O
452,това,O
452,е,O
452,закриването,O
452,на,O
452,АЕЦ,B-ORG
452,“,I-ORG
452,Козлодуй,I-ORG
452,”,I-ORG
452,",",I-ORG
452,което,O
452,предстои,O
452,да,O
452,стане,O
452,окончателно,O
452,съвсем,O
452,скоро,O
452,.,O
453,Това,O
453,предателство,O
453,беше,O
453,започнато,O
453,от,O
453,кабинета,O
453,Костов,B-PER
453,и,O
453,завършено,O
453,успешно,O
453,за,O
453,чужди,O
453,интереси,O
453,",",O
453,но,O
453,не,O
453,и,O
453,за,O
453,България,B-ORG
453,",",O
453,при,O
453,кабинета,O
453,Доган,B-PER
453,–,O
453,Симеон,B-PER
453,.,O
454,Използвам,O
454,случая,O
454,",",O
454,господин,O
454,министър,O
454,",",O
454,да,O
454,изразя,O
454,съмнение,O
454,",",O
454,че,O
454,ще,O
454,успеете,O
454,да,O
454,направите,O
454,това,O
454,",",O
454,изхождайки,O
454,от,O
454,факта,O
454,",",O
454,че,O
454,вчера,O
454,Вие,O
454,сте,O
454,назначили,O
454,за,O
454,шеф,O
454,на,O
454,Борда,B-ORG
454,на,I-ORG
454,директорите,I-ORG
454,на,O
454,летище,B-LOC
454,София,I-LOC
454,Юджел,B-PER
454,Атила,I-PER
454,и,O
454,",",O
454,господин,O
454,министър,O
454,",",O
454,ако,O
454,това,O
454,е,O
454,вярно,O
454,",",O
454,не,O
454,се,O
454,ли,O
454,включва,O
454,обръчът,O
454,от,O
454,фирми,O
454,на,O
454,Ахмед,B-PER
454,Доган,I-PER
454,и,O
454,в,O
454,изграждането,O
454,на,O
454,голямата,O
454,инфраструктура,O
454,на,O
454,България,B-LOC
454,?,O
455,Благодаря,O
455,.,O
455,"""",O
456,Уважаема,O
456,госпожо,O
456,Председател,O
456,",",O
456,уважаеми,O
456,господин,O
456,Министър,O
456,",",O
456,уважаеми,O
456,колеги,O
456,!,O
457,Народните,O
457,представители,O
457,от,O
457,парламентарната,O
457,група,O
457,на,O
457,„,B-ORG
457,Изправи,I-ORG
457,се,I-ORG
457,БГ,I-ORG
457,!,I-ORG
458,Ние,B-ORG
458,идваме,I-ORG
458,!,O
459,“,O
459,по,O
459,същество,O
459,подкрепяме,O
459,така,O
459,предложения,O
459,Законопроект,O
459,за,O
459,актуализация,O
459,на,O
459,бюджета,O
459,на,O
459,Здравната,B-ORG
459,каса,I-ORG
459,за,O
459,2021,O
459,г,O
459,.,O
460,Факти,O
460,",",O
460,господин,O
460,Биков,B-PER
460,",",O
460,че,O
460,аз,O
460,или,O
460,който,O
460,и,O
460,да,O
460,е,O
460,от,O
460,парламентарната,O
460,група,O
460,на,O
460,„,B-ORG
460,Изправи,I-ORG
460,се,I-ORG
460,БГ,I-ORG
460,!,I-ORG
461,Ние,B-ORG
461,идваме,I-ORG
461,!,O
462,“,O
462,или,O
462,от,O
462,другите,O
462,протестни,O
462,партии,O
462,сме,O
462,горили,O
462,маски,O
462,–,O
462,няма,O
462,.,O
463,Няма,O
463,такива,O
463,факти,O
463,!,O
464,Няма,O
464,такива,O
464,снимки,O
464,",",O
464,които,O
464,да,O
464,удостоверяват,O
464,такива,O
464,факти,O
464,!,O
465,Но,O
465,снимки,O
465,как,O
465,здравният,O
465,министър,O
465,",",O
465,заедно,O
465,с,O
465,шефовете,O
465,на,O
465,най,O
465,големите,O
465,болници,O
465,",",O
465,се,O
465,вози,O
465,в,O
465,джипката,O
465,и,O
465,инспектира,O
465,магистрали,O
465,",",O
465,вместо,O
465,да,O
465,се,O
465,грижи,O
465,за,O
465,болните,O
465,в,O
465,третата,O
465,ковид,O
465,вълна,O
465,",",O
465,има,O
465,–,O
465,снимки,O
465,как,O
465,седите,O
465,смирено,O
465,и,O
465,позорно,O
465,отзад,O
465,в,O
465,джипката,O
465,",",O
465,заедно,O
465,с,O
465,шефа,O
465,на,O
465,„,O
465,Пирогов,B-ORG
465,“,O
465,и,O
465,Ви,O
465,показват,O
465,магистрали,O
465,!,O
466,Магистрали,O
466,",",O
466,които,O
466,се,O
466,оказва,O
466,",",O
466,че,O
466,са,O
466,построени,O
466,с,O
466,договори,O
466,",",O
466,които,O
466,са,O
466,в,O
466,незаконни,O
466,процедури,O
466,.,O
467,Това,O
467,са,O
467,фактите,O
467,!,O
468,Уважаема,O
468,госпожо,O
468,Председател,O
468,",",O
468,уважаеми,O
468,господин,O
468,Министър,O
468,",",O
468,уважаеми,O
468,колеги,O
468,народни,O
468,представители,O
468,!,O
469,От,O
469,парламентарната,O
469,група,O
469,на,O
469,„,B-ORG
469,Изправи,I-ORG
469,се,I-ORG
469,БГ,I-ORG
